,0,1
0,Power-1h,0.888434870760308
1,Hour,0.09391546996011227
2,solarRad_W/m2,0.004383906030171782
3,temp_C,0.003580212886007924
4,WeekDay,0.0022037396358360194
5,pres_mbar,0.002108573639802435
6,HR,0.0019392063594231418
7,WorkDay,0.0011270944413713127
8,windGust_m/s,0.0006731089544084614
9,windSpeed_m/s,0.0006713956317575979
10,rain_day,0.0006553798286952755
11,rain_mm/h,0.00030704187210574583
