,Measured Data,Linear Regression,Support Vector Regression,Decision Tree Regression,Random Forest Regression,Random Forest Regression (standardized data),Gradient Boosting,Extreme Gradient Boosting,Bootstrapping,Neural Networks
21,148.2957476,184.92453725515648,167.2377973944127,157.6290625,159.33231904296022,160.53292302949924,162.93213035003868,158.675,158.54330582999998,169.8240882134444
22,137.0257798,126.4639844134764,137.43141929491628,134.4063903,136.5441595321987,136.2116746607124,137.39002685586215,135.18466,135.35330536,133.7337862853822
23,145.3019204,150.4731110903527,144.7465387936474,148.2170508,144.6765659569785,144.60142411141976,146.79504804967516,141.9596,138.77477432,147.16248748562464
24,120.3772206,106.47693282479034,125.65172003412673,121.0854918,123.96978416844986,123.98257012294178,124.82466155159607,125.06342,124.50158175000001,123.74703209032207
25,139.9180965,135.40799429197654,144.87078723915602,142.5201141,143.2021586313767,143.2943491166392,146.49909245541463,145.43788,143.68189654000003,138.30675418040755
26,135.676632,133.9730703089238,134.6785682360155,138.9098984,136.23078477328355,136.01086882642755,138.6686589155842,137.16928,139.40474638999999,141.47354103638563
27,169.1880736,195.43461367605425,180.428760485539,178.2991119,174.32701234603567,171.46961694109422,174.69260883649048,177.32234,175.30327542,176.28526404164265
28,279.1275032,280.4354138118289,268.8970557995905,287.2960636,270.3369405117417,268.3821094434645,273.5186913863388,281.80487,286.29713748999995,261.21286017597674
29,359.2364503,318.70216707673285,353.14220173166865,338.9479548,338.95136529739705,331.20319276635485,340.8979517229894,344.12842,334.84994451999995,339.30715261799526
30,135.1316148,138.83266466276675,135.77179646308363,134.4072275,131.72498640656977,132.04752097268488,132.83390466804343,134.3685,132.54881093999998,136.6003730901587
31,120.5388002,120.9181272665918,126.64222301713238,117.64753,125.63641096944582,126.15773302831067,126.52890991994943,127.160164,127.82915872999999,132.24712340992323
32,112.6800038,123.27789998830761,112.20107911182708,112.6718411,113.88638191078954,116.14265148555583,113.06970627850345,113.19994,112.15078874999999,118.61119887997145
33,152.2140529,152.58377359905708,144.0986522925707,142.7266932,139.9811069424204,140.64687512969064,142.4860504164337,142.9353,137.25002382000002,145.56149664032378
34,166.4221741,173.07088509060043,159.76698806588917,152.5112589,154.0836436589242,150.2190254889963,161.69859484890986,152.671,159.56889675999997,160.3531256430111
