,0,1
0,Power-1h,1.450402362898716
1,Hour,0.5254611156069369
2,solarRad_W/m2,0.2906854024594452
3,WeekDay,0.17261222017951816
4,WorkDay,0.14907033838612316
5,temp_C,0.1094745423112462
6,HR,0.07892791100377661
7,pres_mbar,0.06780763752714591
8,rain_day,0.04616197294251778
9,windGust_m/s,0.0283257017261489
10,windSpeed_m/s,0.02470952566150464
11,rain_mm/h,0.001955744141846738
