,0,1
0,Power-1h,155190.2593193836
1,solarRad_W/m2,6506.592535461456
2,WorkDay,3278.3979053428866
3,WeekDay,1943.939291364331
4,HR,1231.6483320701755
5,temp_C,937.6226305146022
6,Hour,525.9318185843756
7,rain_day,73.72225127523903
8,windGust_m/s,72.81037156855452
9,windSpeed_m/s,61.88026995974313
10,pres_mbar,49.9219192599645
11,rain_mm/h,23.411528498238123
